finding_id,scan_id,scan_date,detected_timestamp,asset_id,asset_name,asset_type,environment,business_unit,owner_team,cve_id,vulnerability_title,vulnerability_category,severity,cvss_score,cvss_vector,status,first_detected_date,age_days,remediation_hours,asset_value_at_risk,weighted_risk,remediation_sla_days,exploit_available,detection_source,source_updated_at
FND-000869,SCN-20260420-0811,2026-04-20,2026-04-20T06:20:00+00:00,AST-019,secrets-vault,Container,Production,Identity & Access,IAM Engineering,CVE-2025-53914,Sensitive data exposure through verbose error responses,Information Disclosure,Medium,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,Open,2026-02-08,71,6.30,1013625.00,68.90,90,false,Wiz,2026-04-21T08:20:00+00:00
FND-000870,SCN-20260517-0812,2026-05-17,2026-05-17T06:21:00+00:00,AST-007,billing-batch-worker,Container,Production,Payments Platform,Platform SRE,CVE-2025-48291,SQL injection in the reporting parameter binder,SQL Injection,High,8.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:L/A:N,Resolved,2026-02-12,94,14.30,572760.00,68.80,30,true,Qualys VMDR,2026-05-19T08:21:00+00:00
FND-000871,SCN-20260302-0813,2026-03-02,2026-03-02T06:22:00+00:00,AST-013,mobile-bff-api,Container,Production,Digital Experience,Web Platform,CVE-2026-45891,Information Disclosure in the identity federation module,Information Disclosure,Critical,9.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,In Remediation,2025-12-14,78,9.12,627900.00,72.80,7,false,Nessus,2026-03-02T08:22:00+00:00
FND-000872,SCN-20260521-0814,2026-05-21,2026-05-21T06:23:00+00:00,AST-021,dev-sandbox-box,Cloud VM,Development,Developer Platform,Developer Platform,CVE-2025-44521,Information Disclosure in the backup client,Information Disclosure,High,7.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2026-03-20,62,7.41,70290.00,14.20,30,false,Wiz,2026-05-21T08:23:00+00:00
FND-000873,SCN-20260324-0815,2026-03-24,2026-03-24T06:24:00+00:00,AST-012,vpn-concentrator,Network Device,Production,Network Security,Network Security,CVE-2025-53914,Sensitive data exposure through verbose error responses,Information Disclosure,Medium,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,Open,2026-02-10,42,5.70,757900.00,58.30,90,false,Nessus,2026-03-24T08:24:00+00:00
FND-000874,SCN-20260606-0816,2026-06-06,2026-06-06T06:25:00+00:00,AST-020,partner-integration-gw,Server,Production,Partnerships,Integration Team,CVE-2026-31847,Unauthenticated remote code execution in the request-routing filter,Remote Code Execution,Critical,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Open,2025-12-12,176,28.16,583100.00,68.60,7,true,Wiz,2026-06-06T08:25:00+00:00
FND-000875,SCN-20251217-0817,2025-12-17,2025-12-17T06:26:00+00:00,AST-002,auth-identity-svc,Container,Production,Identity & Access,IAM Engineering,CVE-2026-10022,Authentication bypass via forged assertion in the SSO broker,Authentication Bypass,Critical,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,Resolved,2025-06-18,182,24.64,1951950.00,109.20,7,true,Wiz,2025-12-19T08:26:00+00:00
FND-000876,SCN-20260721-0450,2026-07-21,2026-07-21T06:27:00+00:00,AST-003,customer-portal-web,Server,Production,Digital Experience,Web Platform,CVE-2026-41781,Information Disclosure in the container runtime shim,Information Disclosure,Low,3.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Resolved,2026-01-31,171,4.41,409200.00,31.00,180,true,Manual Pentest,2026-07-23T08:27:00+00:00
FND-000877,SCN-20260523-0818,2026-05-23,2026-05-23T06:28:00+00:00,AST-003,customer-portal-web,Server,Production,Digital Experience,Web Platform,CVE-2026-20415,Heap overflow in the TLS session-resumption handler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Resolved,2026-02-19,93,9.88,765000.00,75.00,30,false,Qualys VMDR,2026-05-23T08:28:00+00:00
FND-000878,SCN-20260620-0819,2026-06-20,2026-06-20T06:29:00+00:00,AST-013,mobile-bff-api,Container,Production,Digital Experience,Web Platform,CVE-2026-42603,Cryptographic Weakness in the identity federation module,Cryptographic Weakness,High,7.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2026-06-01,19,11.12,440910.00,56.80,30,true,Qualys VMDR,2026-06-20T08:29:00+00:00
FND-000879,SCN-20260628-0820,2026-06-28,2026-06-28T06:30:00+00:00,AST-001,core-payments-api,Server,Production,Payments Platform,Platform SRE,CVE-2026-41781,Information Disclosure in the container runtime shim,Information Disclosure,Low,3.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,In Remediation,2026-05-06,53,4.62,632400.00,40.30,180,true,Nessus,2026-06-28T08:30:00+00:00
FND-000880,SCN-20251030-0821,2025-10-30,2025-10-30T06:31:00+00:00,AST-010,ci-build-runner,Cloud VM,Development,Developer Platform,Developer Platform,CVE-2025-53914,Sensitive data exposure through verbose error responses,Information Disclosure,Medium,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,In Remediation,2025-08-17,74,5.70,157410.00,26.50,90,false,Wiz,2025-10-30T08:31:00+00:00
FND-000881,SCN-20260202-0822,2026-02-02,2026-02-02T06:32:00+00:00,AST-015,sso-broker,Container,Production,Identity & Access,IAM Engineering,CVE-2026-41370,Remote Code Execution in the service-mesh sidecar,Remote Code Execution,Medium,4.7,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2025-11-13,81,17.60,599250.00,51.70,90,false,Nessus,2026-02-02T08:32:00+00:00
FND-000882,SCN-20260728-0006,2026-07-28,2026-07-28T06:33:00+00:00,AST-001,core-payments-api,Server,Production,Payments Platform,Platform SRE,CVE-2025-48291,SQL injection in the reporting parameter binder,SQL Injection,High,8.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:L/A:N,Resolved,2026-04-11,108,11.70,1754400.00,111.80,30,true,Qualys VMDR,2026-07-28T08:33:00+00:00
FND-000883,SCN-20260817-0673,2026-08-17,2026-08-17T06:34:00+00:00,AST-013,mobile-bff-api,Container,Production,Digital Experience,Web Platform,CVE-2026-31847,Unauthenticated remote code execution in the request-routing filter,Remote Code Execution,Critical,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Open,2026-03-04,166,23.04,608580.00,78.40,7,true,Nessus,2026-08-17T08:34:00+00:00
FND-000884,SCN-20260526-0823,2026-05-26,2026-05-26T06:35:00+00:00,AST-011,logging-elastic-node,Cloud VM,Production,Observability,Platform SRE,CVE-2026-31847,Unauthenticated remote code execution in the request-routing filter,Remote Code Execution,Critical,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,In Remediation,2026-03-13,74,23.04,607600.00,68.60,7,true,Rapid7 InsightVM,2026-05-26T08:35:00+00:00
FND-000885,SCN-20260516-0296,2026-05-16,2026-05-16T06:36:00+00:00,AST-019,secrets-vault,Container,Production,Identity & Access,IAM Engineering,CVE-2026-20415,Heap overflow in the TLS session-resumption handler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Open,2026-01-13,123,11.44,1687500.00,97.50,30,false,Rapid7 InsightVM,2026-05-16T08:36:00+00:00
FND-000886,SCN-20260409-0824,2026-04-09,2026-04-09T06:37:00+00:00,AST-001,core-payments-api,Server,Production,Payments Platform,Platform SRE,CVE-2026-43562,Insecure Deserialization in the object-storage SDK,Insecure Deserialization,Low,3.7,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Resolved,2025-12-15,115,8.64,888000.00,48.10,180,false,Qualys VMDR,2026-04-09T08:37:00+00:00
FND-000887,SCN-20260410-0825,2026-04-10,2026-04-10T06:38:00+00:00,AST-008,hr-records-db,Database,Production,People Operations,Enterprise Apps,CVE-2026-41918,Denial of Service in the object-storage SDK,Denial of Service,Critical,9.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Resolved,2026-03-08,33,11.52,1034880.00,88.20,7,false,Wiz,2026-04-12T08:38:00+00:00
FND-000888,SCN-20260524-0826,2026-05-24,2026-05-24T06:39:00+00:00,AST-009,internal-wiki,Server,Staging,Corporate IT,Enterprise Apps,CVE-2026-20415,Heap overflow in the TLS session-resumption handler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Resolved,2025-11-20,185,10.92,141750.00,30.00,30,false,Qualys VMDR,2026-05-26T08:39:00+00:00
FND-000889,SCN-20260409-0827,2026-04-09,2026-04-09T06:40:00+00:00,AST-013,mobile-bff-api,Container,Production,Digital Experience,Web Platform,CVE-2025-42055,Authentication Bypass in the metrics collector agent,Authentication Bypass,Critical,9.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Resolved,2025-11-27,133,21.28,533715.00,72.80,7,false,Manual Pentest,2026-04-10T08:40:00+00:00
FND-000890,SCN-20260531-0657,2026-05-31,2026-05-31T06:41:00+00:00,AST-005,analytics-spark-cluster,Cloud VM,Production,Data & Analytics,Data Platform,CVE-2025-42055,Authentication Bypass in the metrics collector agent,Authentication Bypass,Critical,9.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,In Remediation,2026-01-14,137,20.16,800800.00,72.80,7,false,Nessus,2026-05-31T08:41:00+00:00
FND-000891,SCN-20260327-0148,2026-03-27,2026-03-27T06:42:00+00:00,AST-021,dev-sandbox-box,Cloud VM,Development,Developer Platform,Developer Platform,CVE-2025-44932,Insecure Deserialization in the message queue broker,Insecure Deserialization,Medium,5.9,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Resolved,2026-01-22,64,13.00,58410.00,11.80,90,false,Wiz,2026-03-28T08:42:00+00:00
FND-000892,SCN-20260602-0777,2026-06-02,2026-06-02T06:43:00+00:00,AST-002,auth-identity-svc,Container,Production,Identity & Access,IAM Engineering,CVE-2026-46028,Denial of Service in the caching proxy,Denial of Service,High,8.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Resolved,2026-03-27,67,11.44,1458600.00,105.60,30,true,Nessus,2026-06-04T08:43:00+00:00
FND-000893,SCN-20251220-0828,2025-12-20,2025-12-20T06:44:00+00:00,AST-012,vpn-concentrator,Network Device,Production,Network Security,Network Security,CVE-2026-43562,Insecure Deserialization in the object-storage SDK,Insecure Deserialization,Low,3.7,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Resolved,2025-10-17,64,9.10,481000.00,40.70,180,false,Nessus,2025-12-20T08:44:00+00:00
FND-000894,SCN-20260616-0197,2026-06-16,2026-06-16T06:45:00+00:00,AST-001,core-payments-api,Server,Production,Payments Platform,Platform SRE,CVE-2026-20415,Heap overflow in the TLS session-resumption handler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,In Remediation,2026-04-21,56,10.40,1530000.00,97.50,30,false,Rapid7 InsightVM,2026-06-17T08:45:00+00:00
FND-000895,SCN-20260523-0555,2026-05-23,2026-05-23T06:46:00+00:00,AST-005,analytics-spark-cluster,Cloud VM,Production,Data & Analytics,Data Platform,CVE-2026-40548,Denial of Service in the workflow scheduler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2026-01-20,123,9.88,726000.00,60.00,30,false,Wiz,2026-05-23T08:46:00+00:00
FND-000896,SCN-20260612-0829,2026-06-12,2026-06-12T06:47:00+00:00,AST-001,core-payments-api,Server,Production,Payments Platform,Platform SRE,CVE-2026-42740,Remote Code Execution in the caching proxy,Remote Code Execution,Medium,6.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2026-01-14,149,14.40,1632000.00,88.40,90,true,Wiz,2026-06-12T08:47:00+00:00
FND-000897,SCN-20260806-0830,2026-08-06,2026-08-06T06:48:00+00:00,AST-008,hr-records-db,Database,Production,People Operations,Enterprise Apps,CVE-2026-20415,Heap overflow in the TLS session-resumption handler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,In Remediation,2026-07-19,18,10.40,792000.00,67.50,30,false,CrowdStrike Spotlight,2026-08-07T08:48:00+00:00
FND-000898,SCN-20260601-0831,2026-06-01,2026-06-01T06:49:00+00:00,AST-013,mobile-bff-api,Container,Production,Digital Experience,Web Platform,CVE-2026-43562,Insecure Deserialization in the object-storage SDK,Insecure Deserialization,Low,3.7,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Resolved,2025-11-16,197,10.01,229770.00,29.60,180,false,CrowdStrike Spotlight,2026-06-02T08:49:00+00:00
FND-000899,SCN-20260418-0832,2026-04-18,2026-04-18T06:50:00+00:00,AST-006,edge-waf-gateway,Network Device,Production,Network Security,Network Security,CVE-2026-10022,Authentication bypass via forged assertion in the SSO broker,Authentication Bypass,Critical,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,Resolved,2026-01-07,101,23.52,1456000.00,100.10,7,true,CrowdStrike Spotlight,2026-04-20T08:50:00+00:00
FND-000900,SCN-20260523-0833,2026-05-23,2026-05-23T06:51:00+00:00,AST-015,sso-broker,Container,Production,Identity & Access,IAM Engineering,CVE-2026-20415,Heap overflow in the TLS session-resumption handler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,In Remediation,2026-03-05,79,11.44,1237500.00,82.50,30,false,Wiz,2026-05-23T08:51:00+00:00
FND-000901,SCN-20260709-0834,2026-07-09,2026-07-09T06:52:00+00:00,AST-008,hr-records-db,Database,Production,People Operations,Enterprise Apps,CVE-2026-20415,Heap overflow in the TLS session-resumption handler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Resolved,2026-04-15,85,10.92,612000.00,67.50,30,false,Rapid7 InsightVM,2026-07-11T08:52:00+00:00
FND-000902,SCN-20260827-0835,2026-08-27,2026-08-27T06:00:00+00:00,AST-013,mobile-bff-api,Container,Production,Digital Experience,Web Platform,CVE-2026-43014,SQL Injection in the service-mesh sidecar,SQL Injection,Medium,5.9,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2026-06-30,58,9.50,346035.00,47.20,90,true,Wiz,2026-08-27T08:00:00+00:00
FND-000903,SCN-20260408-0836,2026-04-08,2026-04-08T06:01:00+00:00,AST-004,orders-postgres-prod,Database,Production,Commerce,Data Platform,CVE-2026-10022,Authentication bypass via forged assertion in the SSO broker,Authentication Bypass,Critical,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,Resolved,2026-02-16,51,24.64,1911000.00,109.20,7,true,Nessus,2026-04-08T08:01:00+00:00
FND-000904,SCN-20260203-0046,2026-02-03,2026-02-03T06:02:00+00:00,AST-006,edge-waf-gateway,Network Device,Production,Network Security,Network Security,CVE-2026-43836,Cross-Site Scripting in the workflow scheduler,Cross-Site Scripting,Critical,9.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,In Remediation,2025-12-06,59,7.60,1568000.00,107.80,7,false,Wiz,2026-02-05T08:02:00+00:00
FND-000905,SCN-20260617-0837,2026-06-17,2026-06-17T06:03:00+00:00,AST-009,internal-wiki,Server,Staging,Corporate IT,Enterprise Apps,CVE-2026-43014,SQL Injection in the service-mesh sidecar,SQL Injection,Medium,5.9,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Accepted Risk,2026-05-09,39,10.50,111510.00,23.60,90,true,Rapid7 InsightVM,2026-06-18T08:03:00+00:00
FND-000906,SCN-20260509-0838,2026-05-09,2026-05-09T06:04:00+00:00,AST-005,analytics-spark-cluster,Cloud VM,Production,Data & Analytics,Data Platform,CVE-2026-10022,Authentication bypass via forged assertion in the SSO broker,Authentication Bypass,Critical,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,Resolved,2026-03-29,41,22.40,800800.00,72.80,7,true,Nessus,2026-05-09T08:04:00+00:00
FND-000907,SCN-20260507-0688,2026-05-07,2026-05-07T06:05:00+00:00,AST-001,core-payments-api,Server,Production,Payments Platform,Platform SRE,CVE-2026-20415,Heap overflow in the TLS session-resumption handler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,In Remediation,2026-02-21,75,9.36,1530000.00,97.50,30,false,Manual Pentest,2026-05-08T08:05:00+00:00
FND-000908,SCN-20260227-0184,2026-02-27,2026-02-27T06:06:00+00:00,AST-004,orders-postgres-prod,Database,Production,Commerce,Data Platform,CVE-2025-40411,Information Disclosure in the metrics collector agent,Information Disclosure,High,8.2,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2025-10-19,131,8.19,1549800.00,98.40,30,false,Wiz,2026-02-27T08:06:00+00:00
FND-000909,SCN-20260629-0603,2026-06-29,2026-06-29T06:07:00+00:00,AST-018,container-registry,Cloud VM,Production,Developer Platform,Developer Platform,CVE-2025-53914,Sensitive data exposure through verbose error responses,Information Disclosure,Medium,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,Resolved,2026-05-08,52,6.60,364905.00,42.40,90,false,Nessus,2026-06-29T08:07:00+00:00
FND-000910,SCN-20260909-0839,2026-09-09,2026-09-09T06:08:00+00:00,AST-004,orders-postgres-prod,Database,Production,Commerce,Data Platform,CVE-2026-41507,Privilege Escalation in the configuration server,Privilege Escalation,Medium,4.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Resolved,2026-06-20,81,10.80,767550.00,51.60,90,false,Rapid7 InsightVM,2026-09-11T08:08:00+00:00
FND-000911,SCN-20260526-0840,2026-05-26,2026-05-26T06:09:00+00:00,AST-007,billing-batch-worker,Container,Production,Payments Platform,Platform SRE,CVE-2026-20415,Heap overflow in the TLS session-resumption handler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Resolved,2026-03-05,82,11.44,555000.00,60.00,30,false,Qualys VMDR,2026-05-28T08:09:00+00:00
FND-000912,SCN-20260822-0841,2026-08-22,2026-08-22T06:10:00+00:00,AST-006,edge-waf-gateway,Network Device,Production,Network Security,Network Security,CVE-2025-42055,Authentication Bypass in the metrics collector agent,Authentication Bypass,Critical,9.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2026-07-30,23,20.16,1456000.00,100.10,7,false,CrowdStrike Spotlight,2026-08-22T08:10:00+00:00
FND-000913,SCN-20260523-0842,2026-05-23,2026-05-23T06:11:00+00:00,AST-013,mobile-bff-api,Container,Production,Digital Experience,Web Platform,CVE-2026-40959,Path Traversal in the identity federation module,Path Traversal,Medium,6.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2025-12-21,153,7.35,403650.00,52.00,90,false,Nessus,2026-05-24T08:11:00+00:00
FND-000914,SCN-20260109-0843,2026-01-09,2026-01-09T06:12:00+00:00,AST-024,iot-telemetry-hub,Network Device,Staging,Product Engineering,Integration Team,CVE-2026-44247,Privilege Escalation in the identity federation module,Privilege Escalation,High,8.2,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2025-07-20,173,15.60,295200.00,32.80,30,false,CrowdStrike Spotlight,2026-01-09T08:12:00+00:00
FND-000915,SCN-20251221-0844,2025-12-21,2025-12-21T06:13:00+00:00,AST-002,auth-identity-svc,Container,Production,Identity & Access,IAM Engineering,CVE-2025-53914,Sensitive data exposure through verbose error responses,Information Disclosure,Medium,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,In Remediation,2025-11-27,24,5.40,930150.00,63.60,90,false,Nessus,2025-12-21T08:13:00+00:00
FND-000916,SCN-20251116-0845,2025-11-16,2025-11-16T06:14:00+00:00,AST-004,orders-postgres-prod,Database,Production,Commerce,Data Platform,CVE-2026-46028,Denial of Service in the caching proxy,Denial of Service,High,8.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,In Remediation,2025-07-12,127,11.44,1848000.00,105.60,30,true,Rapid7 InsightVM,2025-11-16T08:14:00+00:00
FND-000917,SCN-20260317-0846,2026-03-17,2026-03-17T06:15:00+00:00,AST-002,auth-identity-svc,Container,Production,Identity & Access,IAM Engineering,CVE-2025-53914,Sensitive data exposure through verbose error responses,Information Disclosure,Medium,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,Open,2025-11-24,113,5.40,1033500.00,63.60,90,false,Wiz,2026-03-18T08:15:00+00:00
FND-000918,SCN-20260210-0847,2026-02-10,2026-02-10T06:16:00+00:00,AST-019,secrets-vault,Container,Production,Identity & Access,IAM Engineering,CVE-2026-20415,Heap overflow in the TLS session-resumption handler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Open,2025-10-01,132,10.40,1518750.00,97.50,30,false,Qualys VMDR,2026-02-11T08:16:00+00:00
FND-000919,SCN-20251023-0848,2025-10-23,2025-10-23T06:17:00+00:00,AST-004,orders-postgres-prod,Database,Production,Commerce,Data Platform,CVE-2026-20415,Heap overflow in the TLS session-resumption handler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,In Remediation,2025-09-10,43,11.44,1338750.00,90.00,30,false,Nessus,2025-10-23T08:17:00+00:00
FND-000920,SCN-20260627-0849,2026-06-27,2026-06-27T06:18:00+00:00,AST-009,internal-wiki,Server,Staging,Corporate IT,Enterprise Apps,CVE-2026-45206,Cross-Site Scripting in the object-storage SDK,Cross-Site Scripting,Medium,4.7,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2026-03-01,118,5.00,98700.00,18.80,90,false,Wiz,2026-06-27T08:18:00+00:00
FND-000921,SCN-20260530-0425,2026-05-30,2026-05-30T06:19:00+00:00,AST-015,sso-broker,Container,Production,Identity & Access,IAM Engineering,CVE-2026-46028,Denial of Service in the caching proxy,Denial of Service,High,8.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Resolved,2026-04-01,59,9.88,1452000.00,96.80,30,true,Manual Pentest,2026-06-01T08:19:00+00:00
FND-000922,SCN-20260511-0850,2026-05-11,2026-05-11T06:20:00+00:00,AST-015,sso-broker,Container,Production,Identity & Access,IAM Engineering,CVE-2026-10022,Authentication bypass via forged assertion in the SSO broker,Authentication Bypass,Critical,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,In Remediation,2026-01-06,125,23.52,1501500.00,100.10,7,true,Wiz,2026-05-11T08:20:00+00:00
FND-000923,SCN-20260607-0851,2026-06-07,2026-06-07T06:21:00+00:00,AST-024,iot-telemetry-hub,Network Device,Staging,Product Engineering,Integration Team,CVE-2026-20415,Heap overflow in the TLS session-resumption handler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,In Remediation,2026-05-02,36,10.40,270000.00,30.00,30,false,CrowdStrike Spotlight,2026-06-08T08:21:00+00:00
FND-000924,SCN-20260205-0852,2026-02-05,2026-02-05T06:22:00+00:00,AST-023,email-relay,Server,Production,Corporate IT,Enterprise Apps,CVE-2026-20415,Heap overflow in the TLS session-resumption handler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Resolved,2025-12-28,39,9.88,191250.00,37.50,30,false,Nessus,2026-02-07T08:22:00+00:00
FND-000925,SCN-20260525-0343,2026-05-25,2026-05-25T06:23:00+00:00,AST-008,hr-records-db,Database,Production,People Operations,Enterprise Apps,CVE-2026-44658,Denial of Service in the service-mesh sidecar,Denial of Service,Medium,6.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2026-03-27,59,8.00,652800.00,61.20,90,false,Nessus,2026-05-26T08:23:00+00:00
